Age,Hours per day,BPM,Anxiety,Depression,Insomnia,OCD,Mental health score,Primary streaming service,Fav genre,Foreign languages,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Music effects
25.0,5.0,125.0,8.0,7.0,2.0,1.0,18.0,4,14,0,2,2,1,0,0,2,0,1,0,1,2,2,0,2,3,2,0
18.0,2.0,96.0,3.0,3.0,0.0,3.0,9.0,4,12,0,2,1,0,0,0,2,1,0,0,3,1,3,3,2,3,1,0
24.0,7.0,137.0,10.0,10.0,8.0,10.0,38.0,4,3,1,2,1,1,3,0,1,1,0,1,2,1,3,1,1,3,3,0
16.0,3.0,174.0,10.0,2.0,7.0,8.0,27.0,4,7,1,1,0,2,0,0,1,2,3,2,2,0,3,1,2,0,0,0
18.0,4.0,129.0,6.0,4.0,1.0,6.0,17.0,4,12,1,1,1,1,0,0,3,2,0,0,1,0,3,3,3,3,1,0
16.0,3.0,112.0,3.0,4.0,6.0,8.0,21.0,4,11,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,2,0,0
21.0,1.0,81.0,3.0,0.0,0.0,0.0,3.0,4,12,1,0,0,0,0,1,3,0,0,0,0,0,3,3,2,0,0,0
53.0,4.0,153.0,1.0,0.0,0.0,0.0,1.0,3,12,1,1,2,1,1,1,3,1,2,1,0,2,1,2,2,2,1,0
29.0,4.0,120.0,5.0,6.0,7.0,7.0,25.0,4,0,0,3,0,3,0,0,0,2,0,1,1,0,2,0,0,1,1,1
18.0,4.0,169.0,3.0,0.0,3.0,4.0,10.0,4,12,1,1,2,3,0,1,3,1,2,2,2,1,2,3,2,1,2,0
22.0,5.0,138.0,1.0,0.0,0.0,1.0,2.0,4,2,1,0,0,3,0,0,3,0,0,0,3,0,3,3,3,3,2,1
19.0,6.0,124.0,6.0,6.0,0.0,0.0,12.0,2,11,0,2,1,1,1,3,2,1,2,3,1,1,3,2,2,2,2,0
26.0,1.0,192.0,6.0,4.0,0.0,0.0,10.0,1,11,0,0,1,2,2,0,1,1,2,2,3,0,3,1,1,2,0,0
14.0,3.0,76.0,2.0,6.0,3.0,0.0,11.0,4,14,0,0,0,0,0,0,2,1,0,0,0,1,2,0,0,3,2,2
27.0,1.0,119.0,8.0,3.0,3.0,3.0,17.0,4,11,1,1,1,1,0,1,2,1,3,0,2,0,3,2,2,2,3,0
26.0,8.0,172.0,8.0,10.0,7.0,3.0,28.0,4,14,1,0,2,2,3,0,3,1,3,0,0,2,2,3,3,3,3,1
59.0,1.0,79.0,1.0,0.0,0.0,1.0,2.0,2,14,0,1,0,0,1,2,0,1,0,1,0,0,1,1,0,3,0,0
30.0,8.0,112.0,8.0,6.0,6.0,8.0,28.0,4,14,0,2,2,0,1,0,2,2,0,2,2,1,2,2,2,3,0,0
27.0,1.0,130.0,6.0,3.0,1.0,7.0,17.0,4,11,1,0,1,2,0,0,2,0,1,2,0,0,3,2,2,2,0,0
18.0,1.0,116.0,2.0,0.0,3.0,0.0,5.0,0,13,1,1,0,0,0,0,2,0,0,1,2,0,2,0,3,0,2,0
23.0,10.0,165.0,0.0,0.0,0.0,0.0,0.0,1,10,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1
18.0,10.0,110.0,10.0,10.0,6.0,6.0,32.0,4,14,0,2,2,2,2,1,2,2,2,1,1,3,3,2,2,3,0,0
40.0,5.0,174.0,3.0,0.0,0.0,1.0,4.0,4,14,1,2,2,2,2,0,3,1,1,2,1,2,3,2,3,3,1,0
24.0,10.0,180.0,7.0,9.0,10.0,0.0,26.0,4,14,1,2,0,0,1,0,0,0,0,0,1,2,2,0,0,3,2,0
23.0,2.0,171.0,8.0,7.0,6.0,2.0,23.0,4,0,1,3,0,1,1,0,0,2,0,1,2,0,3,1,0,3,0,0
29.0,2.0,70.0,10.0,7.0,9.0,3.0,29.0,2,12,0,1,0,3,0,0,3,1,1,2,2,0,3,3,1,0,2,1
16.0,3.0,120.0,6.0,0.0,0.0,0.0,6.0,2,11,1,0,0,0,0,0,3,0,3,0,0,0,3,2,0,0,0,0
18.0,8.0,56.0,3.0,0.0,2.0,2.0,7.0,4,4,1,1,0,1,0,3,2,2,0,2,3,0,2,3,2,0,2,0
21.0,8.0,162.0,6.0,5.0,9.0,8.0,28.0,4,9,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
32.0,8.0,101.0,7.0,6.0,5.0,8.0,26.0,4,14,0,0,0,0,1,0,2,0,0,0,0,2,1,1,2,3,2,0
22.0,8.0,110.0,10.0,7.0,8.0,6.0,31.0,5,10,0,2,0,2,1,1,1,2,0,0,0,3,1,1,0,3,3,0
17.0,12.0,172.0,0.0,3.0,9.0,5.0,17.0,4,8,0,3,0,1,1,2,3,0,1,3,1,2,1,0,3,3,2,1
18.0,6.0,90.0,0.0,2.0,1.0,5.0,8.0,4,2,1,1,0,3,0,0,2,1,3,3,3,0,3,3,3,1,2,0
18.0,4.0,135.0,2.0,0.0,0.0,0.0,2.0,4,12,1,2,1,2,0,2,2,0,3,3,1,0,2,3,3,0,1,1
24.0,8.0,81.0,2.0,2.0,4.0,0.0,8.0,4,6,0,3,0,1,0,0,3,3,0,1,3,0,1,2,2,3,1,1
21.0,2.0,170.0,5.0,6.0,3.0,4.0,18.0,4,11,0,1,0,0,0,1,2,0,0,0,2,2,3,2,2,3,2,1
46.0,1.0,120.0,0.0,0.0,1.0,0.0,1.0,1,14,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1
18.0,2.0,90.0,5.0,4.0,3.0,7.0,19.0,4,5,0,0,0,0,0,2,3,0,0,0,2,0,2,3,3,0,0,0
16.0,3.0,115.0,2.0,7.0,0.0,0.0,9.0,4,7,1,1,0,1,0,0,3,3,3,0,2,0,3,3,3,3,2,0
21.0,12.0,160.0,7.0,10.0,4.0,7.0,28.0,4,14,1,2,1,3,1,1,2,2,1,0,2,3,2,1,2,3,1,2
20.0,1.0,121.0,3.0,2.0,3.0,0.0,8.0,4,11,0,1,0,0,3,0,1,1,1,0,2,1,3,1,1,3,0,0
21.0,1.0,105.0,5.0,1.0,1.0,9.0,16.0,0,14,0,2,0,1,0,0,1,1,0,0,0,1,2,0,0,3,1,0
25.0,3.0,110.0,8.0,9.0,4.0,10.0,31.0,4,14,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,3,2,0
33.0,2.0,134.0,4.0,8.0,0.0,0.0,12.0,4,10,1,1,0,0,2,0,2,1,0,0,0,3,2,2,2,3,2,0
20.0,2.0,148.0,7.0,9.0,7.0,0.0,23.0,4,14,1,1,1,1,1,0,2,2,1,2,2,3,3,2,2,3,1,0
17.0,3.0,120.0,1.0,5.0,6.0,4.0,16.0,4,14,0,2,2,2,0,0,0,0,1,0,1,3,3,0,1,3,0,1
24.0,1.0,122.0,3.0,2.0,1.0,0.0,6.0,5,6,1,1,0,2,1,0,0,2,1,0,1,1,2,1,0,2,3,1
26.0,3.0,90.0,6.0,8.0,0.0,0.0,14.0,4,6,1,1,1,1,1,0,2,3,0,2,1,3,1,2,1,3,1,0
17.0,3.0,122.0,6.0,3.0,6.0,0.0,15.0,5,14,0,1,1,0,1,0,1,1,0,0,1,3,2,0,2,3,3,0
16.0,5.0,129.0,7.0,4.0,8.0,0.0,19.0,4,10,1,2,0,0,1,0,1,2,0,0,1,3,2,0,2,3,2,0
27.0,8.0,132.0,2.0,6.0,9.0,1.0,18.0,4,10,0,0,0,1,0,0,2,0,0,0,0,3,3,3,1,2,0,1
28.0,4.0,178.0,8.0,5.0,3.0,8.0,24.0,4,5,1,1,2,2,1,0,3,0,0,3,2,1,3,1,3,2,1,0
19.0,3.0,115.0,7.0,5.0,3.0,3.0,18.0,4,13,1,0,0,1,1,0,2,0,1,0,3,2,3,2,3,2,2,0
21.0,4.0,137.0,4.0,8.0,2.0,3.0,17.0,5,14,1,2,3,1,3,0,2,0,0,0,1,2,3,2,2,3,1,0
21.0,1.0,92.0,3.0,0.0,0.0,5.0,8.0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15.0,4.0,140.0,10.0,7.0,3.0,2.0,22.0,4,10,1,1,0,2,1,0,1,0,1,0,0,3,2,2,2,3,1,0
20.0,1.0,130.0,10.0,4.0,8.0,0.0,22.0,4,14,1,2,2,1,3,1,1,3,0,0,0,0,3,1,1,3,0,0
22.0,6.0,63.0,8.0,7.0,7.0,3.0,25.0,4,3,0,0,1,2,3,0,1,1,0,2,2,0,1,1,1,3,2,0
22.0,2.0,119.0,10.0,5.0,2.0,8.0,25.0,4,14,0,1,0,0,0,0,1,1,1,0,0,3,3,0,0,3,2,0
20.0,4.0,180.0,5.0,2.0,1.0,6.0,14.0,5,10,0,1,2,0,0,0,0,1,0,0,0,3,0,0,0,3,2,0
49.0,8.0,68.0,4.0,8.0,9.0,1.0,22.0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
42.0,2.0,85.0,7.0,8.0,5.0,3.0,23.0,4,10,1,2,1,0,0,1,1,0,2,2,1,3,3,2,0,3,3,0
26.0,2.0,128.0,2.0,2.0,0.0,3.0,7.0,4,2,1,1,2,3,2,0,2,1,0,2,1,1,2,1,2,3,0,1
17.0,10.0,150.0,10.0,3.0,0.0,4.0,17.0,4,7,1,1,2,1,1,0,3,0,3,1,2,3,3,2,3,3,2,0
23.0,6.0,92.0,3.0,7.0,7.0,4.0,21.0,4,3,1,2,2,1,2,0,2,2,2,1,1,1,2,2,2,2,1,1
30.0,3.0,121.0,7.0,5.0,7.0,7.0,26.0,0,2,1,1,0,3,0,1,2,0,3,0,0,1,3,2,2,2,0,0
31.0,2.0,155.0,7.0,4.0,8.0,8.0,27.0,4,10,1,1,2,0,3,0,1,1,0,0,0,3,3,3,1,3,2,0
42.0,0.25,150.0,7.0,9.0,4.0,5.0,25.0,2,0,1,3,1,0,0,0,0,2,0,1,0,1,2,1,1,2,0,0
34.0,2.0,136.0,5.0,9.0,9.0,6.0,29.0,5,10,0,2,1,0,2,0,1,1,1,1,0,3,2,1,1,3,0,0
21.0,2.0,121.0,5.0,4.0,10.0,7.0,26.0,5,11,0,2,0,3,1,0,1,1,1,2,1,2,3,3,1,2,2,1
27.0,3.0,113.0,7.0,2.0,0.0,1.0,10.0,5,11,0,1,1,1,1,0,3,1,1,1,1,1,3,3,2,2,1,0
18.0,6.0,80.0,8.0,6.0,0.0,2.0,16.0,4,3,1,0,3,3,3,2,2,1,1,1,2,2,3,2,2,3,2,0
26.0,3.0,140.0,1.0,3.0,10.0,0.0,14.0,4,10,0,1,3,0,3,1,2,2,0,0,1,3,1,1,2,3,1,1
37.0,2.0,100.0,8.0,10.0,10.0,2.0,30.0,4,14,0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,2,0,2
26.0,5.0,92.0,4.0,7.0,6.0,0.0,17.0,4,3,1,2,1,1,3,0,3,3,0,1,1,2,2,2,3,3,1,1
19.0,4.0,120.0,9.0,6.0,3.0,0.0,18.0,4,11,1,0,0,2,0,0,2,2,2,2,1,0,3,2,2,2,2,1
22.0,4.0,93.0,10.0,7.0,4.0,4.0,25.0,4,14,0,0,1,0,0,0,1,0,0,0,1,2,3,1,1,3,3,0
24.0,12.0,136.0,7.0,10.0,0.0,8.0,25.0,1,14,0,2,1,0,2,1,1,1,0,1,0,3,3,1,1,3,3,0
21.0,0.5,108.0,10.0,2.0,1.0,10.0,23.0,1,11,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2
28.0,1.0,147.0,2.0,1.0,2.0,2.0,7.0,1,14,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0
23.0,3.0,93.0,3.0,10.0,0.0,0.0,13.0,5,12,1,3,0,0,3,0,3,3,0,1,3,1,3,3,3,2,1,1
20.0,12.0,98.0,7.0,10.0,2.0,0.0,19.0,0,14,1,0,2,1,2,2,2,2,1,0,0,2,3,2,2,3,2,0
17.0,4.0,120.0,4.0,2.0,0.0,0.0,6.0,4,10,0,0,1,3,0,0,0,1,0,0,1,3,2,0,0,3,2,0
19.0,3.0,130.0,4.0,2.0,5.0,3.0,14.0,4,12,0,1,1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,0
18.0,4.0,123.0,8.0,6.0,4.0,0.0,18.0,5,3,1,2,3,2,3,1,2,2,0,0,2,3,3,1,1,3,3,0
20.0,2.0,135.0,2.0,2.0,0.0,0.0,4.0,2,14,0,2,1,0,1,0,0,1,1,0,0,0,3,0,0,3,2,1
27.0,3.0,105.0,8.0,7.0,9.0,3.0,27.0,4,14,1,1,0,3,1,0,1,1,0,0,3,3,1,1,1,3,3,0
24.0,2.0,115.0,6.0,6.0,3.0,6.0,21.0,4,11,1,0,0,0,0,0,2,1,1,0,1,0,3,3,2,1,1,0
20.0,1.0,120.0,8.0,7.0,1.0,1.0,17.0,4,7,1,2,0,1,0,2,0,1,3,0,2,0,3,2,0,1,0,1
16.0,2.0,149.0,6.0,2.0,4.0,3.0,15.0,4,15,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0
21.0,11.0,125.0,5.0,6.0,6.0,0.0,17.0,4,10,1,1,1,2,1,1,3,2,1,1,3,3,3,2,3,3,3,0
27.0,10.0,132.0,6.0,10.0,8.0,1.0,25.0,4,6,1,3,0,0,3,1,1,3,1,1,2,2,2,2,1,2,2,0
17.0,5.0,110.0,7.0,3.0,9.0,7.0,26.0,4,14,0,3,1,1,2,1,3,3,0,1,3,2,2,3,3,3,2,0
21.0,1.5,110.0,4.0,6.0,0.0,0.0,10.0,4,0,1,3,1,3,3,2,2,3,0,1,2,1,3,1,2,2,2,1
17.0,2.0,116.0,9.0,4.0,0.0,1.0,14.0,4,3,1,3,2,0,3,2,1,3,0,2,2,0,3,1,0,2,1,0
21.0,3.0,145.0,9.0,7.0,7.0,5.0,28.0,4,13,1,2,0,0,1,0,3,0,0,0,2,1,2,2,3,1,2,0
36.0,3.0,105.0,1.0,0.0,1.0,0.0,2.0,5,1,1,3,3,2,0,0,1,0,3,2,0,0,1,2,0,0,0,0
18.0,4.0,80.0,8.0,7.0,2.0,6.0,23.0,4,12,1,1,0,1,0,2,3,0,3,0,1,0,3,3,3,0,0,0
18.0,1.0,100.0,5.0,1.0,4.0,0.0,10.0,4,7,1,0,0,1,0,0,3,0,3,0,2,0,2,2,1,1,0,0
18.0,5.0,73.0,10.0,6.0,0.0,0.0,16.0,0,8,1,3,2,1,0,0,2,1,2,3,2,0,3,2,1,2,0,0
18.0,2.0,80.0,7.0,5.0,5.0,5.0,22.0,0,12,0,0,0,0,0,0,2,0,3,0,0,0,3,3,3,0,0,0
18.0,1.0,120.0,2.0,0.0,0.0,5.0,7.0,1,0,0,2,2,1,1,1,2,2,1,1,3,0,1,1,1,1,1,1
18.0,1.0,117.0,7.0,0.0,0.0,0.0,7.0,1,0,0,3,0,2,0,0,2,1,0,0,0,0,2,0,1,0,1,1
20.0,6.0,89.0,4.0,1.0,1.0,0.0,6.0,4,12,1,1,0,0,1,0,2,0,2,2,2,0,3,3,3,0,1,0
19.0,3.0,115.0,3.0,8.0,0.0,2.0,13.0,4,5,0,2,0,1,0,0,3,1,1,0,2,0,3,3,3,0,1,0
17.0,4.0,144.0,7.0,0.0,2.0,2.0,11.0,4,5,0,2,0,0,0,0,3,0,0,0,3,0,2,0,3,0,0,0
23.0,4.0,105.0,10.0,8.0,10.0,0.0,28.0,4,15,1,1,1,3,1,1,1,1,1,0,3,2,2,2,2,2,3,0
18.0,1.0,114.0,7.0,1.0,1.0,1.0,10.0,5,11,0,0,1,0,2,1,1,0,2,0,2,0,3,1,2,2,0,0
19.0,2.0,145.0,5.0,9.0,1.0,7.0,22.0,4,11,1,1,0,2,0,0,0,0,2,0,0,1,3,0,1,2,2,1
20.0,5.0,128.0,10.0,6.0,3.0,8.0,27.0,4,12,1,3,2,0,2,0,3,1,3,3,3,0,3,3,3,3,2,0
16.0,3.0,90.0,7.0,3.5,3.5,5.5,19.5,4,14,1,1,0,0,1,0,2,2,0,2,0,0,0,2,2,3,0,0
17.0,4.0,110.0,2.0,0.0,0.0,2.0,4.0,4,1,1,2,3,0,0,0,1,2,3,1,2,0,3,1,1,2,0,0
16.0,9.0,130.0,10.0,10.0,10.0,8.0,38.0,4,10,1,1,0,0,1,0,0,0,1,1,0,3,2,1,1,3,0,0
30.0,1.0,115.0,9.0,7.0,8.0,4.0,28.0,5,14,1,2,1,1,1,1,1,1,2,0,2,2,3,1,1,3,2,0
37.0,2.0,186.0,6.0,4.0,5.0,0.0,15.0,4,3,0,2,2,0,2,0,1,2,0,0,0,1,2,1,1,2,2,0
44.0,1.5,99.0,8.0,5.0,9.0,4.0,26.0,5,3,0,1,3,0,3,1,2,0,0,0,0,0,1,1,2,2,0,0
21.0,2.0,150.0,3.0,7.0,0.0,0.0,10.0,4,10,1,0,1,1,0,0,0,0,0,0,0,3,1,0,2,3,1,0
19.0,4.0,149.0,9.0,1.0,0.0,9.0,19.0,4,11,0,2,2,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0
26.0,1.0,120.0,4.0,1.0,1.0,6.0,12.0,4,1,0,2,3,2,1,0,1,0,0,0,0,1,2,0,0,2,1,0
18.0,3.0,140.0,6.0,5.0,3.0,1.0,15.0,4,15,1,2,0,0,0,0,1,2,0,0,1,1,1,1,1,2,3,1
35.0,4.0,90.0,7.0,8.0,6.0,5.0,26.0,4,5,0,2,1,1,2,0,3,3,0,2,3,1,3,3,3,2,3,0
16.0,8.0,120.0,8.0,9.0,5.0,10.0,32.0,4,14,0,3,0,1,2,0,0,1,1,1,1,1,2,1,0,3,2,0
17.0,8.0,95.0,5.0,2.0,4.0,7.0,18.0,5,11,1,1,0,3,0,0,2,1,0,0,3,0,3,0,1,1,3,1
29.0,1.0,163.0,9.0,3.0,2.0,0.0,14.0,0,1,0,2,3,0,2,2,2,1,0,1,0,1,2,1,1,3,0,1
21.0,4.0,97.0,4.0,6.0,3.0,4.0,17.0,4,11,0,1,2,0,2,2,1,2,0,0,0,0,2,2,1,2,0,0
17.0,1.0,137.0,9.0,8.0,4.0,0.0,21.0,4,10,1,2,0,0,1,0,1,1,1,2,1,3,2,0,1,3,1,0
17.0,1.0,70.0,8.0,3.0,9.0,2.0,22.0,4,10,1,1,0,1,2,0,0,0,0,3,3,3,2,0,0,3,3,1
22.0,3.0,150.0,10.0,10.0,6.0,8.0,34.0,4,15,1,1,1,2,2,0,1,2,1,1,1,2,3,1,1,2,3,0
17.0,5.0,168.0,7.0,7.0,5.0,5.0,24.0,4,5,0,1,2,3,0,2,3,0,2,0,2,1,3,3,3,1,1,0
19.0,5.0,163.0,10.0,8.0,1.0,0.0,19.0,4,11,1,3,2,1,0,1,1,1,3,2,3,1,3,1,1,2,1,0
19.0,4.0,140.0,8.0,6.0,2.0,0.0,16.0,4,11,1,2,1,2,0,0,2,2,1,1,2,2,3,2,2,2,2,0
16.0,6.0,105.0,10.0,7.0,6.0,10.0,33.0,4,11,1,1,1,2,1,0,3,2,3,3,1,0,3,3,3,0,0,0
19.0,6.0,78.0,6.0,6.0,8.0,0.0,20.0,4,11,1,1,1,1,0,0,2,2,2,1,2,0,3,1,1,1,2,0
13.0,1.0,128.0,10.0,10.0,8.0,4.0,32.0,4,15,0,1,2,0,1,0,3,1,1,1,3,3,3,0,2,2,3,2
26.0,1.0,136.0,0.0,0.0,0.0,0.0,0.0,5,10,1,2,1,2,3,0,0,1,0,0,1,3,1,0,0,0,1,1
14.0,7.0,108.0,7.0,3.0,1.0,2.0,13.0,2,1,0,1,3,2,2,3,2,0,0,0,1,2,3,2,2,3,1,0
21.0,0.5,95.0,6.0,2.0,2.0,0.0,10.0,1,11,0,0,1,2,0,0,2,1,2,0,3,0,3,2,2,3,0,0
21.0,2.0,147.0,7.0,6.0,4.0,6.0,23.0,4,12,1,2,0,2,1,0,0,2,3,0,2,1,2,3,2,2,2,0
17.0,2.0,120.0,7.0,6.0,0.0,9.0,22.0,4,14,1,3,1,0,2,0,2,1,0,2,1,1,3,0,1,3,0,0
18.0,1.0,160.0,3.0,2.0,2.0,5.0,12.0,4,11,1,1,1,0,0,0,0,1,0,0,1,0,3,0,0,2,2,0
19.0,6.0,120.0,2.0,2.0,2.0,2.0,8.0,2,13,0,1,2,2,1,1,3,1,1,1,2,1,2,2,2,1,1,0
19.0,5.0,170.0,2.0,3.0,2.0,1.0,8.0,4,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
29.0,2.0,98.0,2.0,2.0,2.0,5.0,11.0,5,5,1,2,1,3,2,1,3,3,2,0,1,0,2,3,3,3,1,0
